QUOTE;AUTHOR;GENRE
I nearly died of double bronchial pneumonia at the age of five.;Roger Moore;age
In a secular age, an authentic miracle must purport to be a hoax, in order to gain credit in the world.;Angela Carter;age
In the age of television, image becomes more important than substance.;S. I. Hayakawa;age
There are only three things that can kill a farmer: lightning, rolling over in a tractor, and old age.;Bill Bryson;age
They say eyes clear with age.;Philip Larkin;age
I don't mind my age.;Heather Mills;age
For the moment I prefer to be a beautiful woman of my age than try desperately to look 30.;Demi Moore;age
It's a little silly to finally learn how to write at this age. But I long ago realized I was secretly sincere.;Annie Dillard;age
I worked hard in gymnastics since the time I was six years old until I retired at 23 years of age.;Nadia Comaneci;age
I did successfully kick tobacco at the age of 34. I smoked for like 20 years, from 14 to 34.;Larry Hagman;age
Back in the 1960s, I saw Peter, Paul and Mary. I was at that age, about 14, and I was mesmerized.;Lucinda Williams;age
For me from a pretty young age up until about 21 years old hallucinogenics had a huge place in my life.;Jon Fishman;age
A sense of freedom is something that, happily, comes with age and life experience.;Diane Keaton;age
Writers obviously have to bear witness to the harsh face of the age.;Alexander McCall Smith;age
Stop living a day at a time and stop worrying about age.;Helen Reddy;age
I am 54 and age is slowly writing itself on my face.;Arthur Smith;age
It was Julie Burchill who decreed that, beyond a certain age, a man should not be seen in a leather jacket.;Arthur Smith;age
I've watched my peers get better with age and hoped that would happen with me.;Bonnie Raitt;age
Second to agriculture, humbug is the biggest industry of our age.;Alfred Nobel;age
My acting career began at age three and my parents got me into it. I was in a McDonald's commercial.;Corey Feldman;age
Right up until the time I retired at age 37, I felt like there were still things that I could do better.;Julius Erving;age
In 1981, at age 31, I was voted the best player in basketball, and the most valuable player in the league.;Julius Erving;age
The great thing about arriving at this age is that I don't even care about my career anymore.;Ron Perlman;age
The freethinking of one age is the common sense of the next.;Matthew Arnold;age
Middle age is when your broad mind and narrow waist begin to change places.;E. Joseph Cossman;age
I was very sexual from a very young age.;Portia de Rossi;age
It is a sobering thought that when Mozart was my age, he had been dead for two years.;Tom Lehrer;age
And I'm not as young as I once was. At my age, I don't have time to be bored.;Lev Grossman;age
I was equally in love with singing and acting from an early age.;Minnie Driver;age
I never played much golf as a kid. I caddied quite a bit but never got serious into golf until about age 15.;Lee Trevino;age
A woman my age is not supposed to be attractive or sexually appealing. I just get kinda tired of that.;Kathleen Turner;age
Listen, in England people are already writing their memoirs at the age of 23.;Rupert Everett;age
People say women shouldn't have long hair over a certain age, but I've never done what everyone says.;Jane Seymour;age
The first feminine feature that goes, with advancing age, is the neck.;Gloria Swanson;age
You just never know when you're living in a golden age.;Alexander Payne;age
We were making the first step out of the age of chemistry and physics, and into the age of biology.;Jeremy Rifkin;age
I feel like women are asked their age more than men.;Kristen Wiig;age
The 19th century was the age of Individualism the 20th and 21st are the ages of Socialism.;Francis Parker Yockey;age
We live in an age of mediocrity.;Lauren Bacall;age
All my early school reports from the age of 5 were 'Daniel must learn not to distract others.';Dan Stevens;age
I've always tried to do my very best, and I want to be the very best age, whatever age I am.;Ann-Margret;age
One problem with age is that patience begins to ebb.;Carl Hiaasen;age
Men of my age live in a state of continual desperation.;Vita Sackville-West;age
Childhood itself is scarcely more lovely than a cheerful, kindly, sunshiny old age.;Lydia M. Child;age
You watch yourself age and it's hard to feel like a sex symbol.;Idris Elba;age
My first job was in retail at the age of 14, and I have worked in the industry ever since.;Rachel Roy;age
Old age and sickness bring out the essential characteristics of a man.;Felix Frankfurter;age
We hold that the most wonderful and splendid proof of genius is a great poem produced in a civilized age.;Thomas B. Macaulay;age
The age we live in is a busy age in which knowledge is rapidly advancing towards perfection.;Jeremy Bentham;age
In a spiritually sensitive culture, then, it might well be that age is something to be admired or envied.;Rowan D. Williams;age
What though youth gave love and roses, Age still leaves us friends and wine.;Thomas More;age
Any young man who is unmarried at the age of twenty one is a menace to the community.;Brigham Young;age
The first crocodile I ever caught was at nine years of age, and it was a rescue.;Steve Irwin;age
It is strange to be known so universally and yet to be so lonely.;Albert Einstein;alone
Alone we can do so little together we can do so much.;Helen Keller;alone
I restore myself when I'm alone.;Marilyn Monroe;alone
I don't want to be alone, I want to be left alone.;Audrey Hepburn;alone
You cannot be lonely if you like the person you're alone with.;Wayne Dyer;alone
I love to be alone. I never found the companion that was so companionable as solitude.;Henry David Thoreau;alone
Every man must do two things alone he must do his own believing and his own dying.;Martin Luther;alone
I finally faced the fact that it isn't a crime not having friends. Being alone means you have fewer problems.;Whitney Houston;alone
The only real progress lies in learning to be wrong all alone.;Albert Camus;alone
If you are lonely when you're alone, you are in bad company.;Jean-Paul Sartre;alone
Life could be wonderful if people would leave you alone.;Charlie Chaplin;alone
All men's miseries derive from not being able to sit in a quiet room alone.;Blaise Pascal;alone
We are rarely proud when we are alone.;Voltaire;alone
We are all sentenced to solitary confinement inside our own skins, for life.;Tennessee Williams;alone
If I am a legend, then why am I so lonely?;Judy Garland;alone
A man can be himself only so long as he is alone.;Arthur Schopenhauer;alone
What a lovely surprise to finally discover how unlonely being alone can be.;Ellen Burstyn;alone
When so many are lonely as seem to be lonely, it would be inexcusably selfish to be lonely alone.;Tennessee Williams;alone
To live alone is the fate of all great souls.;Arthur Schopenhauer;alone
The time you feel lonely is the time you most need to be by yourself.;Doug Coupland;alone
In Genesis, it says that it is not good for a man to be alone but sometimes it is a great relief.;John Barrymore;alone
I only go out to get me a fresh appetite for being alone.;Lord Byron;alone
The lonely become either thoughtful or empty.;Mason Cooley;alone
The best part about being alone is that you really don't have to answer to anybody. You do what you want.;Justin Timberlake;alone
Living alone makes it harder to find someone to blame.;Mason Cooley;alone
As a body everyone is single, as a soul never.;Hermann Hesse;alone
The capacity for not feeling lonely can carry a very real price, that of feeling nothing at all.;Doug Coupland;alone
All men's misfortunes spring from their hatred of being alone.;Jean de la Bruyere;alone
Even in the presence of others he was completely alone.;Robert M. Pirsig;alone
I have so many different personalities in me and I still feel lonely.;Tori Amos;alone
I never said, 'I want to be alone.' I only said, 'I want to be left alone.' There is all the difference.;Greta Garbo;alone
